,Race_Name,Category,Number_stages
96,National Championships Japan U23 - ITT 2013 ,-,1
97,National Championships Lebanon - ITT 2013 ,-,1
98,National Championships Kazakhstan - ITT 2013 ,Nationals.C3.TT,1
99,National Championships Uzbekistan - ITT 2013 ,-,1
100,National Championships Iran - ITT 2013 ,Nationals.C3.TT,1
101,National Championships Kazakhstan - Road Race 2013 ,Nationals.C3,1
102,National Championships Malaysia - Road Race 2013 ,Nationals.C3,1
103,National Championships Iran - Road Race 2013 ,Nationals.C3,1
104,National Championships Japan - Road Race 2013 ,Nationals.C3,1
105,National Championships Malaysia - ITT 2013 ,Nationals.C3.TT,1
106,National Championships South Korea - Road Race 2013 ,Nationals.C3,1
107,National Championships Uzbekistan - Road Race 2013 ,Nationals.C3,1
108,National Championships Uzbekistan U23 - ITT 2013 ,-,1
109,National Championships Israel - ITT 2013 ,Nationals.C3.TT,1
110,Jelajah Malaysia 2013 ,2.2/U23,5
111,National Championships Hong Kong - Road Race 2013 ,Nationals.C3,1
112,National Championships Thailand - Road Race 2013 ,-,1
113,National Championships Hong Kong - ITT 2013 ,Nationals.C3.TT,1
114,Tour of Qinghai Lake 2013 ,2.HC,13
115,Tour of Borneo 2013 ,2.2/U23,5
116,Tour of East Java 2013 ,2.2/U23,3
117,Tour of China I 2013 ,2.1,6
118,Tour de Hokkaido 2013 ,2.2/U23,3
119,National Championships Taiwan - Road Race 2013 ,-,1
120,National Championships Taiwan - ITT 2013 ,-,1
121,Tour of China II 2013 ,2.1,6
122,Tour of Almaty 2013 ,1.2,1
123,Japan Cup Cycle Road Race 2013 ,1.HC,1
124,Tour of Hainan 2013 ,2.HC,9
125,National Championships India - Road Race 2013 ,Nationals.C3,1
126,National Championships India - ITT 2013 ,Nationals.C3.TT,1
127,Tour of Taihu Lake 2013 ,2.1,9
128,Banyuwangi Tour de Ijen 2013 ,2.2/U23,4
129,Tour de Okinawa 2013 ,1.2,1
130,Tour of Nanjing 2013 ,1.2,1
131,Tour of Fuzhou 2013 ,2.2/U23,3
132,Sharjah International Cycling Tour 2013 ,2.2/U23,4
133,Tour of Al Zubarah 2013 ,2.2/U23,4
134,"CFI International race 1, Mumbai 2013 ",1.2,1
135,"CFI International race 2, Jaipur 2013 ",1.2,1
136,"CFI International race 3, Dehli 2013 ",1.2,1
137,Grand Prix Cycliste la Marseillaise 2013 ,1.1,1
138,Etoile de Bessèges 2013 ,2.1,6
139,Trofeo Palma 2013 ,1.1,1
140,Trofeo Migjorn 2013 ,1.1,1
141,"Trofeo Serra de Tramuntana, Deià-Lluc 2013 ",1.1,1
142,Tour Méditerranéen Cycliste Professionnel 2013 ,2.1,5
143,Trofeo Alcúdia-Can Picafort-Playa de Muro 2013 ,1.1,1
144,Volta ao Algarve 2013 ,2.1,4
145,Tour Cycliste International du Haut Var Matin 2013 ,2.1,2
146,Trofeo Laigueglia 2013 ,1.1,1
147,Vuelta a Andalucia Ruta Ciclista Del Sol 2013 ,2.1,4
148,Omloop Het Nieuwsblad Elite 2013 ,1.HC,1
149,La Drôme Classic 2013 ,1.1,1
150,Vuelta Ciclista a Murcia 2013 ,1.1,1
151,Beverbeek Classic 2013 ,1.2,1
152,Clasica de Almeria 2013 ,1.HC,1
153,Classic Sud Ardèche - Souvenir Francis Delpech 2013 ,1.1,1
154,GP Città di Lugano 2013 ,1.1,1
155,Le Samyn 2013 ,1.1,1
156,G.P. Camaiore 2013 ,1.1,1
157,Driedaagse van West-Vlaanderen 2013 ,2.1,3
158,Strade Bianche 2013 ,1.1,1
159,Ster van Zwolle 2013 ,1.2,1
160,Roma Maxima 2013 ,1.1,1
161,Grand Prix de la Ville de Lillers Souvenir Bruno Comini 2013 ,1.2,1
162,Trofej Umag - Umag Trophy 2013 ,1.2,1
163,Albert Achterhes Pet Ronde van Drenthe 2013 ,1.1,1
164,De Weiert Dwars door Drenthe 2013 ,1.1,1
165,Omloop van het Waasland 2013 ,1.2,1
166,Paris-Troyes 2013 ,1.2,1
167,Porec Trophy - Trofej Porec 2013 ,1.2,1
168,Rabobank Dorpenomloop Rucphen 2013 ,1.2,1
169,Nokere Koerse-Danilith Classic 2013 ,1.1,1
170,GP Nobili Rubinetterie-Coppa Papà Carlo-Coppa Città di Stresa 2013 ,1.1,1
171,Istarsko proljece - Istrian Spring Trophy 2013 ,2.2/U23,4
172,Handzame Classic 2013 ,1.1,1
173,Classic Loire Atlantique 2013 ,1.1,1
174,Cholet - Pays De Loire 2013 ,1.1,1
175,Gran Premio San Giuseppe 2013 ,1.2,1
176,Grand Prix de la Ville de Nogent-sur-Oise 2013 ,1.2,1
177,Tour de Normandie 2013 ,2.2/U23,7
178,Dwars Door Vlaanderen 2013 ,1.HC,1
179,Settimana Internazionale Coppi e Bartali 2013 ,2.1,6
180,Volta ao Alentejo/Crédito Agricola Costa Azul 2013 ,2.2/U23,5
181,Critérium International 2013 ,2.HC,3
182,Kosice-Miskolc 2013 ,1.2,1
183,Driedaagse De Panne-Koksijde 2013 ,2.HC,4
184,Route Adélie de Vitré 2013 ,1.1,1
185,Le Triptyque des Monts et Châteaux 2013 ,2.2/U23,4
186,Gran Premio Miguel Indurain 2013 ,1.1,1
187,Volta Limburg Classic 2013 ,1.1,1
188,Boucle de l'Artois - Trophée Arras Leader 2013 ,2.2/U23,3
189,Val d'Ille Classic - Souvenir Julien Ditlecadet 2013 ,1.1,1
190,Vuelta Ciclista a La Rioja 2013 ,1.1,1
191,Giro del Belvedere di Villa di Cordignano 2013 ,1.2,1
192,Circuit Cycliste Sarthe - Pays de la Loire 2013 ,2.1,5
193,GP Palio del Recioto 2013 ,1.2,1
194,Scheldeprijs 2013 ,1.HC,1
195,Grand Prix of Sochi 2013 ,2.2/U23,5
196,Grand Prix Pino Cerami 2013 ,1.1,1
197,Circuit des Ardennes International 2013 ,2.2/U23,4
198,Klasika Primavera de Amorebieta 2013 ,1.1,1
199,GP Sencur 2013 ,1.2,1
200,Trofeo Piva Banca Popolare di Vicenza 2013 ,1.2,1
201,Paris-Camembert 2013 ,1.1,1
202,De Brabantse Pijl - La Flèche Brabançonne 2013 ,1.HC,1
203,Tour du Loir et Cher E Provost 2013 ,2.2/U23,5
204,GP de Denain Porte du Hainaut 2013 ,1.1,1
205,Vuelta a Castilla y Leon 2013 ,2.1,3
206,Tour du Finistère 2013 ,1.1,1
207,Liège - Bastogne - Liège 2013 ,E-1.Ncup,1
208,Trofeo Edil C 2013 ,1.2,1
209,Tro-Bro Léon 2013 ,1.1,1
210,Grand Prix of Donetsk 2013 ,1.2,1
211,Giro del Trentino 2013 ,2.HC,5
212,Grand Prix of Adygeya 2013 ,2.2/U23,5
213,Arno Wallaard Memorial 2013 ,1.2,1
214,Banja Luka Belgrade I 2013 ,1.2,1
215,Grand Prix Herning 2013 ,1.2,1
216,Presidential Cycling Tour of Turkey 2013 ,2.HC,8
217,La Roue Tourangelle Région Centre - Classic Loire Touraine Vignobles & Chateaux 2013 ,1.1,1
218,Banja Luka-Belgrade II 2013 ,1.2,1
219,Int. Ronde van Noord-Holland 2013 ,1.2,1
220,Paris - Mantes-en-Yvelines 2013 ,1.2,1
221,Rutland - Melton International CiCLE Classic 2013 ,1.2,1
222,Gran Premio della Liberazione 2013 ,1.2,1
223,Le Tour de Bretagne Cycliste trophée harmonie Mutuelle 2013 ,2.2/U23,7
224,Skive-Løbet  2013 ,1.2,1
225,GP Industria & Artigianato 2013 ,1.1,1
226,Himmerland Rundt 2013 ,1.2,1
227,ZODC Zuidenveld Tour 2013 ,1.2,1
228,Zuid Oost Drenthe Classic I 2013 ,1.2,1
229,Giro della Toscana 2013 ,1.1,1
230,Destination Thy 2013 ,1.2,1
231,GP Industrie del Marmo 2013 ,1.2,1
232,Zuid Oost Drenthe Classic II 2013 ,1.2,1
233,4 Jours de Dunkerque - Tour du Nord-Pas-de-Calais 2013 ,2.HC,5
234,Rund um den Finanzplatz Eschborn-Frankfurt 2013 ,1.HC,1
235,Carpathian Couriers Race U-23 2013 ,2.2/U23,5
236,Grote Prijs 1 Mei - Ereprijs Victor de Bruyne 2013 ,1.2,1
237,Mayor Cup 2013 ,1.2,1
238,Memorial Andrzeja Trochanowskiego 2013 ,1.2,1
239,Rund um den Finanzplatz Eschborn-Frankfurt (U23) 2013 ,1.2,1
240,Tour de Azerbaijan 2013 ,2.2/U23,5
241,Memorial of Oleg Dyachenko 2013 ,1.2,1
242,Szlakiem Grodòw Piastowskich 2013 ,2.1,4
243,Grand Prix of Moscow 2013 ,1.2,1
244,Vuelta a la Comunidad de Madrid 2013 ,1.1,1
245,Berner Rundfahrt / Tour de Berne 2013 ,1.2,1
246,Hadeland GP 2013 ,1.2,1
247,Ronde van Overijssel 2013 ,1.2,1
248,Circuit de Wallonie 2013 ,1.2,1
249,Circuito del Porto - Trofeo Arvedi 2013 ,1.2,1
250,Five rings of Moscow 2013 ,2.2/U23,5
251,Ringerike GP 2013 ,1.2,1
252,Flèche du Sud 2013 ,2.2/U23,5
253,Giro della Regione Friuli Venezia Giulia 2013 ,2.2/U23,5
254,National Championships Austria - ITT 2013 ,Nationals.C3.TT,1
255,Rhône-Alpes Isère Tour 2013 ,2.2/U23,4
256,Ronde van Limburg 2013 ,1.2,1
257,Tour de Berlin 2013 ,2.2/U23,5
258,Tour de Picardie 2013 ,2.1,3
259,Vuelta Asturias Julio Alvarez Mendo 2013 ,2.1,2
260,Classic Beograd - Cacak 2013 ,1.2,1
261,Scandinavian Race in Uppsala 1909-2013 2013 ,1.2,1
262,National Championships Cyprus - Road Race 2013 ,Nationals.C3,1
263,Rund um Köln 2013 ,1.1,1
264,Royal Smilde Olympia's Tour 2013 ,2.2/U23,7
265,Glava Tour of Norway 2013 ,2.1,5
266,Ronde de l\'Isard 2013 ,2.2/U23,4
267,Grand Prix Criquielion 2013 ,1.2,1
268,Paris-Arras Tour 2013 ,2.2/U23,2
269,An Post Ras 2013 ,2.2/U23,8
270,Simac Omloop der Kempen 2013 ,1.2,1
271,Baloise Belgium Tour 2013 ,2.HC,5
272,Bayern-Rundfahrt 2013 ,2.HC,5
273,Tour de Gironde 2013 ,2.2/U23,4
274,Race Horizon Park 1 2013 ,1.2,1
275,Grand Prix de Plumelec-Morbihan 2013 ,1.1,1
276,Course de la Paix U23 / Závod Míru U23 2013 ,2.2/U23,3
277,Boucles de l'Aulne - Châteaulin 2013 ,1.1,1
278,Race Horizon Park 2 2013 ,1.2,1
279,Tr. Città di San Vendemiano - GP Industria e Commercio 2013 ,1.2,1
280,Tour of Estonia 2013 ,2.1,4
281,National Championships Denmark U23 - ITT 2013 ,-,1
282,Ronde van Zeeland Seaports 2013 ,1.1,1
283,Coppa della Pace - Trofeo F.lli Anelli 2013 ,1.2,1
284,Grand Prix Südkärnten 2013 ,1.2,1
285,Memorial Philippe Van Coningsloo 2013 ,1.2,1
286,Trofeo Alcide Degasperi 2013 ,1.2,1
287,National Championships Denmark U23 - Road Race 2013 ,-,1
288,National Championships Germany U23 - Road Race 2013 ,-,1
289,Okolo Slovenska 2013 ,2.2/U23,6
290,National Championships Netherlands U23 - ITT 2013 ,-,1
291,GP du canton d\'Argovie / GP Gippingen 2013 ,1.1,1
292,Ronde de l'Oise 2013 ,2.2/U23,4
293,National Championships Slovenia - ITT 2013 ,Nationals.C1.TT,1
294,Jurmala Grand Prix 2013 ,1.1,1
295,Internationale Thüringen-Rundfahrt U23 2013 ,2.2/U23,8
296,National Championships Switzerland U23 - Road Race 2013 ,-,1
297,Garmin ProRace Berlin 2013 ,1.1,1
298,Jurmala Grand Prix 2013 ,1.1,1
299,National Championships Macedonia - ITT 2013 ,Nationals.C3.TT,1
300,Int. Raiffeisen Grand Prix Judendorf/Straßengel 2013 ,1.2,1
301,Tour de Serbie 2013 ,2.2/U23,6
302,Skoda-Tour de Luxembourg 2013 ,2.HC,5
303,Ster ZLM Toer GP Jan van Heeswijk 2013 ,2.1,5
304,Route du Sud - la Depêche du Midi 2013 ,2.1,4
305,Tour de Slovénie 2013 ,2.1,4
306,Boucles de la Mayenne 2013 ,2.2/U23,4
307,Tour des Pays de Savoie 2013 ,2.2/U23,4
308,Tour of Malopolska 2013 ,2.2/U23,3
309,Oberösterreichrundfahrt 2013 ,2.2/U23,3
310,Flèche Ardennaise 2013 ,1.2,1
311,National Championships Norway U23 - Road Race 2013 ,-,1
312,Halle-Ingooigem 2013 ,1.1,1
313,National Championships Netherlands - ITT 2013 ,Nationals.C3.TT,1
314,National Championships Switzerland - ITT 2013 ,Nationals.C3.TT,1
315,National Championships Switzerland U23 - ITT 2013 ,-,1
316,National Championships Azerbaijan - ITT 2013 ,-,1
317,National Championships Denmark - ITT 2013 ,Nationals.C3.TT,1
318,National Championships Estonia - ITT 2013 ,Nationals.C3.TT,1
319,National Championships France - ITT 2013 ,Nationals.C1.TT,1
320,National Championships Great Britain - ITT 2013 ,Nationals.C2.TT,1
321,National Championships Hungary - ITT 2013 ,Nationals.C3.TT,1
322,National Championships Ireland - ITT 2013 ,Nationals.C3.TT,1
323,National Championships Latvia - ITT 2013 ,Nationals.C3.TT,1
324,National Championships Luxembourg - ITT 2013 ,Nationals.C3.TT,1
325,National Championships Norway - ITT 2013 ,Nationals.C3.TT,1
326,National Championships Poland - ITT 2013 ,Nationals.C2.TT,1
327,National Championships Sweden - ITT 2013 ,Nationals.C3.TT,1
328,National Championships Turkey - ITT 2013 ,Nationals.C3.TT,1
329,National Championships Ukraine - ITT 2013 ,Nationals.C3.TT,1
330,National Championships Estonia U23 - ITT 2013 ,-,1
331,National Championships Great Britain U23 - ITT 2013 ,-,1
332,National Championships Hungary U23 - ITT 2013 ,-,1
333,National Championships Ireland U23 - ITT 2013 ,-,1
334,National Championships Latvia U23 - ITT 2013 ,-,1
335,National Championships Poland U23 - ITT 2013 ,-,1
336,National Championships Russia U23 - ITT 2013 ,-,1
337,National Championships Spain U23 - ITT 2013 ,-,1
338,National Championships Ukraine U23 - ITT 2013 ,-,1
339,National Championships Azerbaijan - Road Race 2013 ,Nationals.C3,1
340,National Championships Belarus - ITT 2013 ,Nationals.C3.TT,1
341,National Championships Czech Republic - ITT 2013 ,Nationals.C3.TT,1
342,National Championships Czech Republic U23 - ITT 2013 ,-,1
343,National Championships Georgia - ITT 2013 ,Nationals.C3.TT,1
344,National Championships Germany - ITT 2013 ,Nationals.C1.TT,1
345,National Championships Greece - ITT 2013 ,Nationals.C3.TT,1
346,National Championships Lithuania - ITT 2013 ,Nationals.C3.TT,1
347,National Championships Portugal - ITT 2013 ,Nationals.C3.TT,1
348,National Championships Russia - ITT 2013 ,Nationals.C3.TT,1
349,National Championships Serbia - ITT 2013 ,Nationals.C3.TT,1
350,National Championships Slovakia - ITT 2013 ,Nationals.C3.TT,1
351,National Championships Spain - ITT 2013 ,Nationals.C3.TT,1
352,National Championships Turkey - Road Race 2013 ,Nationals.C3,1
353,National Championships Germany U23 - ITT 2013 ,-,1
354,National Championships Portugal U23 - ITT 2013 ,-,1
355,National Championships Slovakia U23 - ITT 2013 ,-,1
356,National Championships Spain U23 - Road Race 2013 ,-,1
357,National Championships Croatia - ITT 2013 ,Nationals.C3.TT,1
358,National Championships Estonia - Road Race 2013 ,Nationals.C3,1
359,National Championships Hungary - Road Race 2013 ,Nationals.C3,1
360,National Championships Italy - Road Race 2013 ,Nationals.C3,1
361,National Championships Latvia - Road Race 2013 ,Nationals.C3,1
362,National Championships Moldova - ITT 2013 ,Nationals.C3.TT,1
363,National Championships Romania - ITT 2013 ,Nationals.C3.TT,1
364,National Championships Romania U23 - ITT 2013 ,-,1
365,National Championships Serbia - Road Race 2013 ,-,1
366,National Championships Greece U23 - ITT 2013 ,-,1
367,National Championships Italy U23 - Road Race 2013 ,-,1
368,National Championships Latvia U23 - Road Race 2013 ,-,1
369,National Championships Moldova U23 - ITT 2013 ,-,1
370,National Championships Netherlands U23 - Road Race 2013 ,-,1
371,National Championships Poland U23 - Road Race 2013 ,-,1
372,National Championships Portugal U23 - Road Race 2013 ,-,1
373,National Championships Russia U23 - Road Race 2013 ,-,1
374,National Championships Ukraine U23 - Road Race 2013 ,-,1
375,National Championships Austria - Road Race 2013 ,Nationals.C3,1
376,National Championships Belarus - Road Race 2013 ,Nationals.C3,1
377,National Championships Belgium - Road Race 2013 ,Nationals.C3,1
378,National Championships Bulgaria - Road Race 2013 ,-,1
379,National Championships Croatia - Road Race 2013 ,Nationals.C3,1
380,National Championships Czech Republic - Road Race 2013 ,Nationals.C3,1
381,National Championships Denmark - Road Race 2013 ,-,1
382,National Championships France - Road Race 2013 ,Nationals.C3,1
383,National Championships Georgia - Road Race 2013 ,Nationals.C3,1
384,National Championships Germany - Road Race 2013 ,Nationals.C1,1
385,National Championships Great Britain - Road Race 2013 ,Nationals.C3,1
386,National Championships Greece - Road Race 2013 ,Nationals.C3,1
387,National Championships Ireland - Road Race 2013 ,Nationals.C3,1
388,National Championships Italy - ITT 2013 ,Nationals.C3.TT,1
389,National Championships Lithuania - Road Race 2013 ,Nationals.C3,1
390,National Championships Luxembourg - Road Race 2013 ,Nationals.C3,1
391,National Championships Netherlands - Road Race 2013 ,Nationals.C3,1
392,National Championships Norway - Road Race 2013 ,Nationals.C3,1
393,National Championships Poland - Road Race 2013 ,Nationals.C2,1
394,National Championships Portugal - Road Race 2013 ,Nationals.C3,1
395,National Championships Romania - Road Race 2013 ,Nationals.C3,1
396,National Championships Russia - Road Race 2013 ,Nationals.C1,1
397,National Championships Slovakia - Road Race 2013 ,Nationals.C3,1
398,National Championships Slovenia - Road Race 2013 ,Nationals.C3,1
399,National Championships Spain - Road Race 2013 ,Nationals.C3,1
400,National Championships Sweden - Road Race 2013 ,Nationals.C3,1
401,National Championships Switzerland - Road Race 2013 ,Nationals.C3,1
402,National Championships Ukraine - Road Race 2013 ,Nationals.C3,1
403,National Championships Bulgaria - ITT 2013 ,Nationals.C3.TT,1
404,Course Cycliste de Solidarnosc et des Champions Olympiques 2013 ,2.1,4
405,Internationale Wielertrofee Jong Maar Moedig I.W.T. 2013 ,1.2,1
406,National Championships Finland - ITT 2013 ,Nationals.C3.TT,1
407,National Championships Finland U23 - ITT 2013 ,-,1
408,Omloop Het Nieuwsblad Beloften/Circuit Het Nieuwsblad Espoirs 2013 ,1.2,1
409,Int. Österreich-Rundfahrt-Tour of Austria 2013 ,2.HC,8
410,National Championships Bosnia and Herzegovina - Road Race 2013 ,Nationals.C3,1
411,National Championships Finland - Road Race 2013 ,Nationals.C3,1
412,National Championships Macedonia - Road Race 2013 ,Nationals.C3,1
413,Romanian Cycling Tour 2013 ,2.2/U23,7
414,Vuelta a la Comunidad de Madrid Sub 23 2013 ,2.2/U23,2
415,Giro del Medio Brenta 2013 ,1.2,1
416,GP de Pont à Marcq - La Ronde Pévèloise 2013 ,1.2,1
417,Giro Ciclistico della Valle d\'Aosta Mont Blanc 2013 ,2.2/U23,6
418,Sibiu Cycling Tour 2013 ,2.1,5
419,Czech Cycling Tour 2013 ,2.2/U23,4
420,GP van de stad Geel 2013 ,1.2,1
421,Giro dell'Appennino 2013 ,1.1,1
422,European Championship ITT U23 2013 ,E-CC.TT,1
423,GP Internacional Torres Vedras - Trofeu Joaquim Agostinho 2013 ,2.2/U23,3
424,Tour de Wallonie 2013 ,2.HC,5
425,Central European Tour Miskolc GP 2013 ,1.2,1
426,Central European Tour Budapest GP 2013 ,1.2,1
427,European Championships U23 - Road Race 2013 ,E-CC,1
428,Dookola Mazowsza 2013 ,2.2/U23,6
429,Tour Alsace 2013 ,2.2/U23,6
430,Prueba Villafranca-Ordiziako Klasika 2013 ,1.1,1
431,GP Kranj 2013 ,1.2,1
432,Kreiz Breizh Elites 2013 ,2.2/U23,4
433,La Poly Normande 2013 ,1.1,1
434,National Championships Iceland - Road Race 2013 ,Nationals.C3,1
435,Trofeo Matteotti 2013 ,1.1,1
436,Grand Prix de la ville de Pérenchies 2013 ,1.2,1
437,National Championships Albania - Road Race 2013 ,Nationals.C3,1
438,Post Danmark Rundt - Tour of Denmark 2013 ,2.HC,6
439,Circuito de Getxo 'Memorial Ricardo Otxoa' 2013 ,1.1,1
440,Vuelta Ciclista a León 2013 ,2.2/U23,3
441,Tour Cycliste International de la Guadeloupe 2013 ,2.2/U23,11
442,Ride London Classic 2013 ,1.1,1
443,Antwerpse Havenpijl 2013 ,1.2,1
444,Trofeo Internazionale Bastianelli 2013 ,1.2,1
445,Vuelta a Burgos 2013 ,2.HC,5
446,Volta a Portugal em Bicicleta Liberty Seguros 2013 ,2.1,11
447,Arctic Race of Norway 2013 ,2.1,4
448,Tour of Szeklerland 2013 ,2.2/U23,4
449,Tour de l\'Ain 2013 ,2.1,5
450,Memorial Henryka Lasaka 2013 ,1.2,1
451,National Championships Belgium - ITT 2013 ,Nationals.C3.TT,1
452,Gran Premio Sportivi di Poggiana-Trofeo Bonin Costruzioni-Gran Premio Pasta Zara 2013 ,1.2,1
453,National Championships Belgium U23 - ITT 2013 ,-,1
454,Puchar Uzdrowisk Karpackich 2013 ,1.2,1
455,Tour des Fjords 2013 ,2.1,4
456,GP Capodarco - Comunità di Capodarco 2013 ,1.2,1
457,Puchar Ministra Obrony Narodowej 2013 ,1.2,1
458,Baltic Chain Tour 2013 ,2.2/U23,6
459,GP Stad Zottegem 2013 ,1.1,1
460,Tour du Limousin 2013 ,2.1,4
461,Grand Prix des Marbriers 2013 ,1.2,1
462,Coppa Agostoni - Giro delle Brianze 2013 ,1.1,1
463,Druivenkoers - Overijse 2013 ,1.1,1
464,GP Banca di Legnano - Coppa Bernocchi 2013 ,1.1,1
465,National Championships France U23 - ITT 2013 ,-,1
466,Tre Valli Varesine 2013 ,1.HC,1
467,Dutch Food Valley Classic 2013 ,1.1,1
468,Châteauroux Classic de l\'Indre Trophée Fenioux 2013 ,1.1,1
469,National Championships Belgium U23 - Road Race 2013 ,-,1
470,National Championships France U23 - Road Race 2013 ,-,1
471,Tour du Poitou Charentes 2013 ,2.1,5
472,World Ports Classic 2013 ,2.1,1
473,Memorial Marco Pantani 2013 ,1.1,1
474,Schaal Sels 2013 ,1.1,1
475,Croatia - Slovenia 2013 ,1.2,1
476,Rabo Ronde van Midden-Nederland 2013 ,1.2,1
